DrugBankID,Name,Type,Groups,Targets,Pathways,Synonyms
,Arachidonic Acid,,,,,
,Nepafenac,,,,,
DB06802,Nepafenac,small molecule,approved|investigational,Prostaglandin G/H synthase 1|Prostaglandin G/H synthase 2,Nepafenac Action Pathway,2-amino-3-benzoylbenzeneacetamide|Nepafenac|Népafénac|Nepafenaco|Nepafenacum
DB06803,Niclosamide,small molecule,approved|investigational|vet_approved,DNA,,Niclosamide
DB06804,Nonoxynol-9,small molecule,approved|withdrawn,,,"26-(Nonylphenoxy)-3,6,9,12,15,18,21,24-octaoxahexacosan-1-ol|Nonaethylene glycol mono(nonylphenyl) ether|Nonaethylene glycol nonylphenyl ether|Nonoxynol 9|Nonylphenol octa(oxyethylene) ethanol|P-Nonylphenyl polyethylene glycol ether|PEG-9 nonyl phenyl ether|Polyoxyethylene (9) nonyl phenyl ether|Tergitol NP-9|Tergitol NP9"
DB06807,Phenyl aminosalicylate,small molecule,approved,,,Fenamisal|Fenamisalum|p-Aminosalol|Phenyl 4-aminosalicylate|Phenyl aminosalicylate|Phenyl PAS
DB06809,Plerixafor,small molecule,approved|investigational,C-X-C chemokine receptor type 4,,"1,1'-(1,4-phenylenebis(methylene))bis-1,4,8,11-tetraazacyclotetradecane|1,4,8,11-tetraazacyclotetradecane, 1,1'-(1,4-phenylenebis(methylene))bis-|Plerixafor"
DB06810,Plicamycin,small molecule,approved|investigational|withdrawn,DNA,,Aureolic acid|Mithramycin|Mithramycine|Mithramycinum|Plicamicina|Plicamycin|Plicamycine|Plicamycinum
DB06811,Polidocanol,small molecule,approved,,,Aethoxy-sklerol|Laureth 9|Laureth-9|Macrogol 9 lauryl ether|Nonaethylene glycol monododecyl ether|Nonaethylene glycol monolauryl ether|PEG-9 lauryl ether|Polidocanol|Polydocanol|Polyethylene glycol 450 lauryl ether|Polyoxyl 9 lauryl ether
DB06812,Povidone-iodine,small molecule,approved,,,"Iodopovidone|Povidone iodine|Povidone-iodine|Povidone, iodinated|PVP-I"
DB06813,Pralatrexate,small molecule,approved|investigational,"Dihydrofolate reductase|Folylpolyglutamate synthase, mitochondrial|Thymidylate synthase",,"(2S)-2-((4-((1RS)-1-((2,4-Diaminopteridin-6-yl)methyl)but-3-ynyl)benzoyl)amino)pentanedioic acid|(2S)-2-({4-[1-(2,4-diaminopteridin-6-yl)pent-4-yn-2-yl]benzoyl}amino)pentanedioic acid|10-Propargyl-10-deazaaminopterin|N-(4-(1-((2,4-Diamino-6-pteridinyl)methyl)-3-butynyl)benzoyl)-L-glutamic acid|PDX|Pralatrexate|Pralatrexato|Pralatrexatum"
DB06814,Protokylol,small molecule,approved|vet_approved,Beta-2 adrenergic receptor,,Protokylol|Protokylolum|Protoquilol
DB06815,Pyrithione,small molecule,approved,,,2-pyridinethiol 1-oxide|Omadine|Pyridinethiol N-oxide
DB06816,Pyrvinium,small molecule,approved,,,
DB06817,Raltegravir,small molecule,approved,Integrase,,Raltegravir
DB06819,Phenylbutyric acid,small molecule,approved|investigational,Aromatic-amino-acid aminotransferase|Histone deacetylase,,4-Phenyl-n-butyric acid|4-phenylbutyrate|4-phenylbutyric acid|Benzenebutyric acid|PBA|Phenylbutyrate|γ-Phenyl-n-butyric acid|γ-phenylbutyric acid|ω-Phenylbutanoic acid|ω-phenylbutyric acid
DB06820,Sulconazole,small molecule,approved,Lanosterol 14-alpha demethylase,,Sulconazole
DB06821,Sulfameter,small molecule,approved,Dihydropteroate synthase,,Sulfa-5-methoxypyrimidine|Sulfameter|Sulfamethoxydiazine|Sulfametoxidiazina|Sulfametoxydiazine|Sulfametoxydiazinum
DB06822,Tinzaparin,small molecule,approved,Antithrombin-III|Integrin alpha-4|Stromal cell-derived factor 1,,Tinzaparin sodium|Tinzaparina
DB06823,Tiopronin,small molecule,approved|investigational,,,Tiopronin|Tiopronine|Tiopronino|Tioproninum
DB06824,Triethylenetetramine,small molecule,approved|investigational,,,TETA|Trien|Trientine
DB06825,Triptorelin,small molecule,approved|vet_approved,Gonadotropin-releasing hormone receptor,,"(6-D-Tryptophan)luteinizing hormone-releasing hormone|(D-Trp6)-GnRH|Luteinizing hormone-releasing factor (pig), 6-D-tryptophan|pGlu-His-Trp-Ser-Tyr-D-Trp-Leu-Arg-Pro-Gly-NH2|Triptorelin|Triptorelina|Triptoreline|Triptorelinum"
DB06826,Unoprostone,small molecule,approved|investigational,,,"13,14-dihydro-15-keto-20-ethyl PGF2α|Unoprostone"
DB06827,Viomycin,small molecule,approved,16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA,,Vinacetin A|Viomicina|Viomycin|Viomycine|Viomycinum
DB06828,5-[2-(1H-pyrrol-1-yl)ethoxy]-1H-indole,small molecule,experimental,Leukotriene A-4 hydrolase,,
DB06829,4-BROMO-3-(CARBOXYMETHOXY)-5-[3-(CYCLOHEXYLAMINO)PHENYL]THIOPHENE-2-CARBOXYLIC ACID,small molecule,experimental,Tyrosine-protein phosphatase non-receptor type 1,,
DB06830,"(1-HYDROXYHEPTANE-1,1-DIYL)BIS(PHOSPHONIC ACID)",small molecule,experimental,Geranylgeranyl pyrophosphate synthase,,
DB06831,2-((9H-PURIN-6-YLTHIO)METHYL)-5-CHLORO-3-(2-METHOXYPHENYL)QUINAZOLIN-4(3H)-ONE,small molecule,experimental,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform|Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",,
DB06832,Prinaberel,small molecule,investigational,Estrogen receptor beta|Nuclear receptor coactivator 1,,Prinaberel
DB06833,1-CYCLOHEXYL-N-{[1-(4-METHYLPHENYL)-1H-INDOL-3-YL]METHYL}METHANAMINE,small molecule,experimental,Steroid hormone receptor ERR1,,
DB06834,"N-(2-hydroxy-1,1-dimethylethyl)-1-methyl-3-(1H-pyrrolo[2,3-b]pyridin-2-yl)-1H-indole-5-carboxamide",small molecule,experimental,Tyrosine-protein kinase SYK,,
DB06835,(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-{(S)-HYDROXY[(1R)-2-METHYL-1-{[(2-PHENYLETHYL)SULFONYL]AMINO}PROPYL]PHOSPHORYL}PROPANOIC ACID,small molecule,experimental,Carboxypeptidase B,,
DB06836,"N-(5-{4-Chloro-3-[(2-hydroxyethyl)sulfamoyl]phenyl}-4-methyl-1,3-thiazol-2-yl)acetamide",small molecule,experimental,"Phosphatidylinositol 3-kinase catalytic subunit type 3|Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",,
DB06837,"(2R)-N~4~-hydroxy-2-(3-hydroxybenzyl)-N~1~-[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]butanediamide",small molecule,experimental,A disintegrin and metalloproteinase with thrombospondin motifs 5,,
DB06838,methyl L-phenylalaninate,small molecule,experimental,Fimbrial protein|Prothrombin,,(S)-phenylalanine methyl ester|Methyl 3-phenyl-L-alaninate|Phenylalanine methyl ester
DB06839,N-(ethoxycarbonyl)-L-leucine,small molecule,experimental,,,
DB06840,"diethyl [(1R)-1,5-diaminopentyl]boronate",small molecule,experimental,Trypsin-1,,
DB06841,"[(2R)-1-[(2S)-2-[[(2S,3S)-1-Chloro-6-(diaminomethylideneamino)-2-hydroxyhexan-3-yl]carbamoyl]pyrrolidin-1-yl]-1-oxo-3-phenylpropan-2-yl]azanium",small molecule,experimental,Prothrombin,,
DB06842,(4R)-4-(3-butoxy-4-methoxybenzyl)imidazolidin-2-one,small molecule,experimental,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A|cAMP-specific 3',5'-cyclic phosphodiesterase 4D",,
DB06843,"2',5'-DIDEOXY-ADENOSINE 3'-MONOPHOSPHATE",small molecule,experimental,Adenylate cyclase type 2|Adenylate cyclase type 5|Guanine nucleotide-binding protein G(s) subunit alpha isoforms short,,
DB06844,"4-[(7-OXO-7H-THIAZOLO[5,4-E]INDOL-8-YLMETHYL)-AMINO]-N-PYRIDIN-2-YL-BENZENESULFONAMIDE",small molecule,experimental,Cyclin-A2|Cyclin-dependent kinase 2,,
DB06845,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentylamino)ethanoyl)pyrrolidine-2-carboxamide,small molecule,experimental,Prothrombin|Trypsin-1,,
DB06847,"5-[(3S)-3-(2-methoxybiphenyl-4-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine",small molecule,experimental,Dihydrofolate reductase (dfrB),,
DB06848,"1-(1'-{[3-(methylsulfanyl)-2-benzothiophen-1-yl]carbonyl}spiro[1-benzofuran-3,4'-piperidin]-5-yl)methanamine",small molecule,experimental,Tryptase alpha/beta-1,,
DB06849,"1-[1'-(3-phenylacryloyl)spiro[1-benzofuran-3,4'-piperidin]-5-yl]methanamine",small molecule,experimental,Tryptase alpha/beta-1,,
DB06850,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide,small molecule,experimental,Prothrombin|Trypsin-1,,
DB06851,N-(pyridin-3-ylmethyl)aniline,small molecule,experimental,Inorganic pyrophosphatase|Leukotriene A-4 hydrolase,,
DB06852,CHIR-124,small molecule,experimental,Serine/threonine-protein kinase Chk1,,
DB06853,N-cycloheptylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,small molecule,experimental,Prothrombin|Trypsin-1,,
DB06855,6-fluoro-2-(2-hydroxy-3-isobutoxy-phenyl)-1H-benzoimidazole-5-carboxamidine,small molecule,experimental,Trypsin-1|Urokinase-type plasminogen activator,,
DB06856,6-FLUORO-2-[2-HYDROXY-3-(2-METHYL-CYCLOHEXYLOXY)-PHENYL]-1H-INDOLE-5-CARBOXAMIDINE,small molecule,experimental,Urokinase-type plasminogen activator,,
DB06857,N-(4-CARBAMIMIDOYL-3-CHORO-PHENYL)-2-HYDROXY-3-IODO-5-METHYL-BENZAMIDE,small molecule,experimental,Urokinase-type plasminogen activator,,
DB06858,N-cyclooctylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,small molecule,experimental,Prothrombin|Trypsin-1,,
DB06859,N-ALLYL-5-AMIDINOAMINOOXY-PROPYLOXY-3-CHLORO-N-CYCLOPENTYLBENZAMIDE,small molecule,experimental,Prothrombin,,
DB06860,"2-(2-chloropyridin-4-yl)-4-methyl-1H-isoindole-1,3(2H)-dione",small molecule,experimental,Thymidylate synthase,,
DB06861,6-(2-HYDROXY-CYCLOPENTYL)-7-OXO-HEPTANAMIDINE,small molecule,experimental,Prothrombin,,
DB06862,2-HYDROXY-5-(2-MERCAPTO-ETHYLSULFAMOYL)-BENZOIC ACID,small molecule,experimental,Caspase-3,,
DB06864,"2-(3-CARBOXYPROPIONYL)-6-HYDROXY-CYCLOHEXA-2,4-DIENE CARBOXYLIC ACID",small molecule,experimental,o-succinylbenzoate synthase,,
DB06865,6-CARBAMIMIDOYL-2-[2-HYDROXY-6-(4-HYDROXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID,small molecule,experimental,Prothrombin,,
DB06866,6-CARBAMIMIDOYL-2-[2-HYDROXY-5-(3-METHOXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID,small molecule,experimental,Prothrombin,,
DB06867,"3,6,9,12,15,18-HEXAOXAICOSANE",small molecule,experimental,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,,
DB06868,N-(3-chlorobenzyl)-1-(4-methylpentanoyl)-L-prolinamide,small molecule,experimental,Prothrombin,,
DB06869,1-[2-AMINO-2-CYCLOHEXYL-ACETYL]-PYRROLIDINE-3-CARBOXYLIC ACID 5-CHLORO-2-(2-ETHYLCARBAMOYL-ETHOXY)-BENZYLAMIDE,small molecule,experimental,Prothrombin,,
DB06870,Tetrahydrogestrinone,small molecule,experimental,Androgen receptor,,
DB06871,17-METHYL-17-ALPHA-DIHYDROEQUILENIN,small molecule,experimental,Estrogen receptor alpha|Nuclear receptor coactivator 2,,
DB06872,"1-((2-HYDROXYETHOXY)METHYL)-5-(PHENYLTHIO)PYRIMIDINE-2,4(1H,3H)-DIONE",small molecule,experimental,Uridine phosphorylase,,
DB06873,"1-((2-HYDROXYETHOXY)METHYL)-5-(3-(BENZYLOXY)BENZYL)PYRIMIDINE-2,4(1H,3H)-DIONE",small molecule,experimental,Uridine phosphorylase,,
DB06874,"(6-[4-(AMINOMETHYL)-2,6-DIMETHYLPHENOXY]-2-{[4-(AMINOMETHYL)PHENYL]AMINO}-5-BROMOPYRIMIDIN-4-YL)METHANOL",small molecule,experimental,Gag-Pol polyprotein,,
DB06875,ERB-196,small molecule,experimental,Estrogen receptor beta|Nuclear receptor coactivator 1,,
DB06876,"N-{5-[4-(4-METHYLPIPERAZIN-1-YL)PHENYL]-1H-PYRROLO[2,3-B]PYRIDIN-3-YL}NICOTINAMIDE",small molecule,experimental,Serine/threonine-protein kinase Chk1,,
DB06877,"N,N-DIMETHYL-4-(4-PHENYL-1H-PYRAZOL-3-YL)-1H-PYRROLE-2-CARBOXAMIDE",small molecule,experimental,Mitogen-activated protein kinase 1,,
DB06878,1-[(2R)-2-aminobutanoyl]-N-(3-chlorobenzyl)-L-prolinamide,small molecule,experimental,Prothrombin,,
DB06879,"5-(4'-AMINO-1'-ETHYL-5',8'-DIFLUORO-1'H-SPIRO[PIPERIDINE-4,2'-QUINAZOLINE]-1-YLCARBONYL)PICOLINONITRILE",small molecule,experimental,"Nitric oxide synthase, inducible",,
DB06880,"(1S)-2-[(2S,5R)-2-(AMINOMETHYL)-5-PROP-1-YN-1-YLPYRROLIDIN-1-YL]-1-CYCLOPENTYL-2-OXOETHANAMINE",small molecule,experimental,Dipeptidyl peptidase 4,,
DB06881,(1Z)-2-HYDROXY-3-OXOHEX-1-EN-1-YL DIHYDROGEN PHOSPHATE,small molecule,experimental,"2,3-diketo-5-methylthiopentyl-1-phosphate enolase",,
DB06882,1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-naphthalen-1-ylurea,small molecule,experimental,Mitogen-activated protein kinase 14|Proto-oncogene tyrosine-protein kinase Src,,
DB06883,1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-phenylurea,small molecule,experimental,Proto-oncogene tyrosine-protein kinase Src,,
DB06884,4-HYDROXY-N'-(4-ISOPROPYLBENZYL)BENZOHYDRAZIDE,small molecule,experimental,Estrogen-related receptor gamma|Nuclear receptor-interacting protein 1,,
DB06885,3-[({(1E)-[2-(trifluoromethyl)phenyl]methylidene}amino)oxy]propanoic acid,small molecule,experimental,,,
DB06886,N-BENZYLOXYCARBONYL-ALA-PRO-3-AMINO-4-PHENYL-BUTAN-2-OL,small molecule,experimental,Subtilisin DY,,
DB06887,"[(3S)-3-(Methylcarbamoyl)-2-{[(2-methyl-2-propanyl)oxy]carbonyl}-1,2,3,4-tetrahydro-7-isoquinolinyl]sulfamic acid",small molecule,experimental,Tyrosine-protein phosphatase non-receptor type 1,,
DB06888,"(13R,15S)-13-METHYL-16-OXA-8,9,12,22,24-PENTAAZAHEXACYCLO[15.6.2.16,9.1,12,15.0,2,7.0,21,25]HEPTACOSA-1(24),2,4,6,17(25),18,20-HEPTAENE-23,26-DIONE",small molecule,experimental,Cyclin-dependent kinase 2,,
DB06889,"3-(1H-tetrazol-5-ylmethyl)-5,6,7,8-tetrahydro[1]benzothieno[2,3-d]pyrimidin-4(3H)-one",small molecule,experimental,Beta-lactamase,,
DB06890,(2R)-2-PHENYL-N-PYRIDIN-4-YLBUTANAMIDE,small molecule,experimental,Lanosterol 14-alpha demethylase,,
DB06891,"5-{[(4-AMINO-3-CHLORO-5-FLUOROPHENYL)SULFONYL]AMINO}-1,3,4-THIADIAZOLE-2-SULFONAMIDE",small molecule,experimental,Carbonic anhydrase 2,,
DB06892,"(5S)-4,5-difluoro-6-[(2-fluoro-4-iodophenyl)imino]-N-(2-hydroxyethoxy)cyclohexa-1,3-diene-1-carboxamide",small molecule,experimental,Dual specificity mitogen-activated protein kinase kinase 1,,
DB06893,Decylsulfonic acid,small molecule,experimental,SDS hydrolase SdsA1,,Decane-1-sulfonic acid
DB06894,1-Dodecanol,small molecule,experimental,Fatty-acid amide hydrolase 1|SDS hydrolase SdsA1,,Dodecan-1-ol|Dodecanol|Dodecyl alcohol|Dodecylalcohol|Lauroyl alcohol|Lauryl alcohol|Undecyl carbinol
DB06896,"1-(4-fluorophenyl)-N-[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]-2-oxo-1,2-dihydropyridine-3-carboxamide",small molecule,experimental,Hepatocyte growth factor receptor,,
DB06897,"3-[3-chloro-5-(5-{[(1S)-1-phenylethyl]amino}isoxazolo[5,4-c]pyridin-3-yl)phenyl]propan-1-ol",small molecule,experimental,Serine/threonine-protein kinase PLK1,,
DB06898,"4-(2-amino-1-methyl-1H-imidazo[4,5-b]pyridin-6-yl)phenol",small molecule,experimental,Estrogen receptor alpha|Nuclear receptor coactivator 2,,
DB06899,"N-{2-[6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2,2-DIMETHYL-3-OXO-2,3-DIHYDRO-4H-1,4-BENZOTHIAZIN-4-YL]ETHYL}ACETAMIDE",small molecule,experimental,Renin,,
DB06900,1-[4-(hydroxymethyl)phenyl]guanidine,small molecule,experimental,Prostasin,,
DB06901,2-(2-HYDROXY-CYCLOPENTYL)-PENT-4-ENAL,small molecule,experimental,Chymotrypsin-like elastase family member 2A,,
DB06902,p-Cumylphenol,small molecule,experimental,Estrogen-related receptor gamma,,"4-(alpha,alpha-Dimethylbenzyl)phenol|4-Cumylphenol"
DB06903,"(1S,3aS,5aR,8aS)-1,7,7-trimethyl-1,2,3,3a,5a,6,7,8-octahydrocyclopenta[c]pentalene-4-carboxylic acid",small molecule,experimental,1-deoxypentalenic acid 11-beta-hydroxylase,,
DB06904,"(5S,6S)-6-[(R)ACETOXYETH-2-YL]-PENEM-3-CARBOXYLATEPROPANE",small molecule,experimental,Signal peptidase I,,
DB06905,"(2S,3S,4E,6E,8S,9S)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid",small molecule,experimental,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform|Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform|Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,,
DB06906,ethyl 2-amino-4-hydroxypyrimidine-5-carboxylate,small molecule,experimental,Dihydroneopterin aldolase,,
DB06907,"2-(2,6-DICHLOROPHENYL)-1,3-BENZOXAZOLE-6-CARBOXYLIC ACID",small molecule,experimental,,,
DB06908,"(2S)-3-(1-{[2-(2-CHLOROPHENYL)-5-METHYL-1,3-OXAZOL-4-YL]METHYL}-1H-INDOL-5-YL)-2-ETHOXYPROPANOIC ACID",small molecule,experimental,Nuclear receptor coactivator 1|Peroxisome proliferator-activated receptor gamma,,
DB06909,"1-ethyl-N-(phenylmethyl)-4-(tetrahydro-2H-pyran-4-ylamino)-1H-pyrazolo[3,4-b]pyridine-5-carboxamide",small molecule,experimental,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",,
DB06910,"[4-R-(4-ALPHA,6-BETA,7-BETA]-HEXAHYDRO-5,6-DI(HYDROXY)-1,3-DI(ALLYL)-4,7-BISPHENYLMETHYL)-2H-1,3-DIAZEPINONE",small molecule,experimental,Gag-Pol polyprotein,,
DB06911,D-leucyl-N-(3-chlorobenzyl)-L-prolinamide,small molecule,experimental,Prothrombin,,
DB06912,"UNDECA-3,7-DIENE-1,3,7,11-TETRACARBALDEHYDE",small molecule,experimental,Lysozyme C,,
DB06913,"(3R)-3-[3,5-Bis(trifluoromethyl)anilino]-2-cyano-3-sulfanylpropanamide",small molecule,experimental,Genome polyprotein,,
DB06914,"1-({2-[2-(4-CHLOROPHENYL)ETHYL]-1,3-DIOXOLAN-2-YL}METHYL)-1H-IMIDAZOLE",small molecule,experimental,Heme oxygenase 1,,
DB06915,"naphthalene-1,2,4,5,7-pentol",small molecule,experimental,,,
DB06916,"N-[2-(1,3-BENZODIOXOL-5-YL)ETHYL]-1-[2-(1H-IMIDAZOL-1-YL)-6-METHYLPYRIMIDIN-4-YL]-D-PROLINAMIDE",small molecule,experimental,"Nitric oxide synthase, inducible",,
DB06917,(4-fluorophenyl)(pyridin-4-yl)methanone,small molecule,experimental,Leukotriene A-4 hydrolase,,
DB06918,2-(2-METHYLPHENYL)-1H-INDOLE-6-CARBOXIMIDAMIDE,small molecule,experimental,Trypsin-1,,
DB06919,D-phenylalanyl-N-(3-chlorobenzyl)-L-prolinamide,small molecule,experimental,Prothrombin,,
DB06920,Eribaxaban,small molecule,experimental,Coagulation factor X,,eribaxabán|Eribaxaban
DB06921,(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-[(R)-HYDROXY{(1R)-2-METHYL-1-[(PHENYLSULFONYL)AMINO]PROPYL}PHOSPHORYL]PROPANOIC ACID,small molecule,experimental,Carboxypeptidase B,,
DB06922,"2-[(1R)-1-carboxy-2-naphthalen-1-ylethyl]-1,3-dioxo-2,3-dihydro-1H-isoindole-5-carboxylic acid",small molecule,experimental,Beta-lactamase,,
DB06923,2-(3-METHYLPHENYL)-1H-INDOLE-5-CARBOXIMIDAMIDE,small molecule,experimental,Trypsin-1,,
DB06924,(2R)-2-benzyl-3-nitropropanoic acid,small molecule,experimental,Carboxypeptidase A1,,
DB06925,3-(2-AMINOQUINAZOLIN-6-YL)-4-METHYL-N-[3-(TRIFLUOROMETHYL)PHENYL]BENZAMIDE,small molecule,experimental,Tyrosine-protein kinase Lck,,
DB06926,"(9Z,11E,13S)-13-hydroxyoctadeca-9,11-dienoic acid",small molecule,experimental,Peroxisome proliferator-activated receptor gamma,,
DB06927,[5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-YL]ACETONITRILE,small molecule,experimental,Estrogen receptor alpha|Estrogen receptor beta|Nuclear receptor coactivator 1,,
DB06928,(2S)-2-{[HYDROXY(4-IODOBENZYL)PHOSPHORYL]METHYL}PENTANEDIOIC ACID,small molecule,experimental,Glutamate carboxypeptidase 2,,
DB06929,1-butanoyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,small molecule,experimental,Prothrombin,,
DB06930,"N-[amino(imino)methyl]-2-(2,5-diphenyl-1H-pyrrol-1-yl)acetamide",small molecule,experimental,Beta-secretase 1,,
DB06931,"(1-HYDROXYNONANE-1,1-DIYL)BIS(PHOSPHONIC ACID)",small molecule,experimental,Geranylgeranyl pyrophosphate synthase,,
DB06932,"10,11-dimethoxy-4-methyldibenzo[c,f]-2,7-naphthyridine-3,6-diamine",small molecule,experimental,3-phosphoinositide-dependent protein kinase 1,,
DB06933,N-(tert-butyl)-4-[5-(pyridin-2-ylamino)quinolin-3-yl]benzenesulfonamide,small molecule,experimental,Mitogen-activated protein kinase 10,,
DB06934,(1R)-3-chloro-1-phenylpropan-1-ol,small molecule,experimental,Lysozyme,,
DB06935,"2',6'-DIFLUOROBIPHENYL-4-CARBOXYLIC ACID",small molecule,experimental,,,
DB06936,N-(4-carbamimidoylbenzyl)-1-(4-methylpentanoyl)-L-prolinamide,small molecule,experimental,Prothrombin,,
DB06937,"4-(6-HYDROXY-BENZO[D]ISOXAZOL-3-YL)BENZENE-1,3-DIOL",small molecule,experimental,Estrogen receptor beta,,
DB06938,4-[[2-[[4-chloro-3-(trifluoromethyl)phenyl]amino]-3H-benzimidazol-5-yl]oxy]-N-methyl-pyridine-2-carboxamide,small molecule,experimental,Vascular endothelial growth factor receptor 2,,
DB06939,"N-(TRANS-4-{(1S,2S)-2-AMINO-3-[(3S)-3-FLUOROPYRROLIDIN-1-YL]-1-METHYL-3-OXOPROPYL}CYCLOHEXYL)-N-METHYLACETAMIDE",small molecule,experimental,Dipeptidyl peptidase 4,,
DB06940,"N-ethyl-4-{[5-(methoxycarbamoyl)-2-methylphenyl]amino}-5-methylpyrrolo[2,1-f][1,2,4]triazine-6-carboxamide",small molecule,experimental,Mitogen-activated protein kinase 14,,
DB06941,(Z)-2-[2-(4-methylpiperazin-1-yl)benzyl]diazenecarbothioamide,small molecule,experimental,Protein S100-B,,
DB06942,N-(4-carbamimidoylbenzyl)-1-(3-phenylpropanoyl)-L-prolinamide,small molecule,experimental,Prothrombin,,
DB06943,(3S)-1-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}pyrrolidine-3-thiol,small molecule,experimental,Disintegrin and metalloproteinase domain-containing protein 17,,
DB06944,N-(3-cyclopropyl-1H-pyrazol-5-yl)-2-(2-naphthyl)acetamide,small molecule,experimental,Cyclin-A2|Cyclin-dependent kinase 2,,
DB06945,N-hydroxy-4-({4-[4-(trifluoromethyl)phenoxy]phenyl}sulfonyl)tetrahydro-2H-pyran-4-carboxamide,small molecule,experimental,A disintegrin and metalloproteinase with thrombospondin motifs 5,,
DB06946,"(2S,3S)-3-(4-fluorophenyl)-2,3-dihydroxypropanoic acid",small molecule,experimental,"MIO-dependent tyrosine 2,3-aminomutase",,
DB06947,1-[(2R)-2-aminobutanoyl]-N-(4-carbamimidoylbenzyl)-L-prolinamide,small molecule,experimental,Prothrombin,,
DB06948,2-ANILINO-6-CYCLOHEXYLMETHOXYPURINE,small molecule,experimental,Cyclin-A2|Cyclin-dependent kinase 2,,
DB06949,"N'-[(1E)-(3,5-dibromo-2,4-dihydroxyphenyl)methylidene]naphthalene-2-carbohydrazide",small molecule,experimental,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ,,
DB06950,"4-chloro-N'-[(1E)-(3,5-dibromo-2,4-dihydroxyphenyl)methylidene]benzohydrazide",small molecule,experimental,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ,,
DB06951,(3R)-3-ethyl-N-[(4-methylphenyl)sulfonyl]-L-aspartic acid,small molecule,experimental,Chymotrypsin-like elastase family member 1,,
DB06952,(2S)-2-HYDROXY-2H-CHROMENE-2-CARBOXYLIC ACID,small molecule,experimental,2-hydroxychromene-2-carboxylate isomerase,,
DB06953,2-CHLORO-5-(3-CHLORO-PHENYL)-6-[(4-CYANO-PHENYL)-(3-METHYL-3H-IMIDAZOL-4-YL)- METHOXYMETHYL]-NICOTINONITRILE,small molecule,experimental,Protein farnesyltransferase subunit beta|Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,,
DB06954,"2-(cycloheptylmethyl)-1,1-dioxido-1-benzothiophen-6-yl sulfamate",small molecule,experimental,Carbonic anhydrase 2,,
DB06955,"3,4-bis(7-chloro-1H-indol-3-yl)-1H-pyrrole-2,5-dicarboxylic acid",small molecule,experimental,Cytochrome P450,,
DB06956,"N-(4-ACETYLPHENYL)-5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-1H-PYRAZOLE-4-CARBOXAMIDE",small molecule,experimental,Heat shock protein HSP 90-alpha,,
DB06957,"4-CHLORO-6-(4-{4-[4-(METHYLSULFONYL)BENZYL]PIPERAZIN-1-YL}-1H-PYRAZOL-5-YL)BENZENE-1,3-DIOL",small molecule,experimental,Heat shock protein HSP 90-alpha,,
DB06958,"5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-PIPERAZIN-1-YL-1H-PYRAZOLE-3-CARBOXAMIDE",small molecule,experimental,Heat shock protein HSP 90-alpha,,
DB06959,(2S)-1-(3H-Indol-3-yl)-3-{[5-(6-isoquinolinyl)-3-pyridinyl]oxy}-2-propanamine,small molecule,experimental,cAMP-dependent protein kinase catalytic subunit alpha|cAMP-dependent protein kinase inhibitor alpha,,
DB06960,"N-[(1R,2R,3E)-2-hydroxy-1-(hydroxymethyl)heptadec-3-en-1-yl]acetamide",small molecule,experimental,Neutral ceramidase,,
